Category,Price,Rating,Discount,Stock,In_Stock
ELECTRONICS,9390.58,3.34,13.48,Out of Stock,0
ELECTRONICS,9021.31,3.64,7.96,Out of Stock,0
ELECTRONICS,7251.75,4.21,7.47,Out of Stock,0
FOOD,341.09,3.19,27.44,In Stock,1
FURNITURE,4092.44,3.27,6.2,Out of Stock,0
ELECTRONICS,7251.75,3.72,1.34,Out of Stock,0
FURNITURE,10124.47,3.7,12.42,Out of Stock,0
ELECTRONICS,5852.65,4.59,13.12,In Stock,1
FURNITURE,13582.26,2.7,8.13,Out of Stock,0
CLOTHING,2797.6,4.7,25.17,In Stock,1
ELECTRONICS,6372.06,2.57,7.76,Out of Stock,0
CLOTHING,1217.17,2.81,43.75,In Stock,1
CLOTHING,674.65,4.03,12.78,In Stock,1
CLOTHING,1361.26,2.18,17.15,In Stock,1
CLOTHING,2421.05,4.66,14.97,In Stock,1
ELECTRONICS,8562.57,2.65,13.1,Out of Stock,0
FOOD,622.1,4.03,20.12,In Stock,1
ELECTRONICS,2618.39,2.03,23.13,In Stock,1
FOOD,730.43,4.48,16.29,In Stock,1
FOOD,447.23,3.7,15.62,In Stock,1
CLOTHING,2138.46,3.26,37.14,In Stock,1
CLOTHING,2653.08,2.46,25.32,Out of Stock,0
ELECTRONICS,7040.1,3.75,5.0,Out of Stock,0
ELECTRONICS,8201.25,4.51,12.23,In Stock,1
FOOD,733.26,4.99,3.18,In Stock,1
ELECTRONICS,6165.27,4.8,19.17,Out of Stock,0
FOOD,123.28,3.03,4.83,In Stock,1
FOOD,797.01,3.36,15.08,In Stock,1
ELECTRONICS,9242.09,1.08,12.09,Out of Stock,0
ELECTRONICS,257.77,4.72,8.5,In Stock,1
CLOTHING,2216.89,4.02,14.97,Out of Stock,0
FURNITURE,3417.59,2.43,4.34,Out of Stock,0
CLOTHING,2522.44,4.4,25.57,In Stock,1
ELECTRONICS,10278.15,3.11,12.41,Out of Stock,0
FOOD,368.75,3.55,7.95,In Stock,1
ELECTRONICS,7680.96,2.8,8.8,Out of Stock,0
FOOD,118.35,4.44,6.41,In Stock,1
FURNITURE,5363.44,2.44,3.42,Out of Stock,0
FOOD,487.89,3.74,13.47,In Stock,1
ELECTRONICS,9446.03,1.71,2.34,Out of Stock,0
FURNITURE,13565.06,2.52,6.18,Out of Stock,0
ELECTRONICS,5178.06,3.03,11.08,Out of Stock,0
ELECTRONICS,7794.2,3.83,3.55,In Stock,1
FOOD,239.17,4.62,28.42,In Stock,1
CLOTHING,839.83,3.49,12.23,In Stock,1
FURNITURE,8628.3,2.14,2.16,Out of Stock,0
FURNITURE,11519.2,2.87,2.16,Out of Stock,0
CLOTHING,523.1,4.42,12.93,In Stock,1
ELECTRONICS,8031.08,2.35,11.71,Out of Stock,0
FURNITURE,6787.84,1.3,3.34,Out of Stock,0
CLOTHING,970.15,3.28,34.62,In Stock,1
ELECTRONICS,6165.67,1.04,7.78,Out of Stock,0
CLOTHING,2014.4,4.89,31.53,In Stock,1
FOOD,403.38,4.15,27.84,In Stock,1
ELECTRONICS,9141.89,2.29,4.75,Out of Stock,0
FOOD,246.98,4.01,22.32,In Stock,1
CLOTHING,1758.05,2.2,37.56,In Stock,1
FOOD,654.48,3.58,19.92,In Stock,1
ELECTRONICS,7132.96,4.56,16.9,Out of Stock,0
FOOD,444.07,4.38,26.5,In Stock,1
FURNITURE,8948.6,2.1,11.3,Out of Stock,0
ELECTRONICS,6100.33,2.55,17.31,Out of Stock,0
ELECTRONICS,8622.11,2.62,4.29,Out of Stock,0
ELECTRONICS,7251.75,2.14,3.52,In Stock,1
FOOD,607.5,3.5,13.63,In Stock,1
FOOD,339.39,4.96,11.73,In Stock,1
FOOD,109.99,3.18,17.72,In Stock,1
ELECTRONICS,7996.82,2.68,8.64,Out of Stock,0
CLOTHING,634.83,3.55,27.71,In Stock,1
FOOD,162.16,3.21,3.71,In Stock,1
CLOTHING,752.57,3.83,13.84,In Stock,1
FURNITURE,6017.16,1.61,14.37,Out of Stock,0
ELECTRONICS,9273.09,1.92,6.55,Out of Stock,0
FOOD,207.42,3.98,0.59,In Stock,1
CLOTHING,2178.42,3.57,45.44,In Stock,1
CLOTHING,910.98,4.41,40.64,In Stock,1
FOOD,145.39,3.8,5.1,In Stock,1
ELECTRONICS,241.04,3.53,16.69,In Stock,1
FURNITURE,7936.93,4.32,1.9,Out of Stock,0
ELECTRONICS,7251.75,1.92,12.23,Out of Stock,0
ELECTRONICS,6694.85,1.57,17.16,In Stock,1
FOOD,281.65,4.32,16.99,In Stock,1
FOOD,403.82,3.99,21.97,In Stock,1
CLOTHING,719.43,4.0,45.31,In Stock,1
ELECTRONICS,5288.94,1.56,14.33,In Stock,1
ELECTRONICS,7186.41,2.61,2.74,Out of Stock,0
FURNITURE,9081.24,1.44,7.15,Out of Stock,0
ELECTRONICS,8818.08,2.03,9.62,Out of Stock,0
CLOTHING,2980.04,4.06,12.23,In Stock,1
ELECTRONICS,7074.24,4.07,0.81,In Stock,1
CLOTHING,807.28,2.61,23.09,In Stock,1
ELECTRONICS,9228.72,2.39,13.09,In Stock,1
FOOD,419.74,4.17,10.72,In Stock,1
ELECTRONICS,7885.27,2.37,1.68,In Stock,1
FURNITURE,14913.65,1.45,1.09,Out of Stock,0
ELECTRONICS,9392.65,2.21,13.01,Out of Stock,0
FOOD,296.75,3.78,7.86,In Stock,1
FURNITURE,7116.53,2.44,10.81,In Stock,1
FOOD,433.65,4.89,1.26,In Stock,1
FOOD,427.3,4.17,27.61,In Stock,1
CLOTHING,622.9,3.72,43.41,In Stock,1
CLOTHING,1104.82,3.46,5.86,In Stock,1
FOOD,599.34,4.87,19.72,In Stock,1
FURNITURE,8268.35,1.16,13.8,Out of Stock,0
FOOD,402.72,3.06,20.69,In Stock,1
FOOD,411.38,3.25,6.43,In Stock,1
FOOD,98.37,4.15,18.66,In Stock,1
CLOTHING,1764.36,4.45,43.75,In Stock,1
ELECTRONICS,8078.12,1.05,13.9,Out of Stock,0
FOOD,363.5,4.13,19.47,In Stock,1
FURNITURE,7202.84,4.21,2.01,Out of Stock,0
ELECTRONICS,8357.56,1.02,18.49,Out of Stock,0
FOOD,134.38,3.96,9.99,In Stock,1
ELECTRONICS,6867.83,1.86,11.7,Out of Stock,0
FOOD,382.19,3.07,12.23,In Stock,1
ELECTRONICS,9052.16,3.76,14.5,Out of Stock,0
CLOTHING,2245.29,2.93,9.48,Out of Stock,0
FURNITURE,8628.3,3.91,14.71,Out of Stock,0
CLOTHING,1734.62,2.03,11.3,In Stock,1
FOOD,291.56,4.16,2.25,In Stock,1
FURNITURE,14320.29,2.28,12.23,Out of Stock,0
FURNITURE,12366.26,3.64,9.1,Out of Stock,0
ELECTRONICS,8133.92,3.55,12.57,Out of Stock,0
CLOTHING,1884.32,4.96,37.95,In Stock,1
ELECTRONICS,8884.73,4.49,4.31,In Stock,1
FURNITURE,4005.65,2.69,7.71,Out of Stock,0
FURNITURE,12950.18,2.55,8.56,Out of Stock,0
FOOD,445.3,3.08,18.46,In Stock,1
FURNITURE,12936.52,1.55,8.91,Out of Stock,0
FOOD,419.74,3.33,3.7,In Stock,1
FOOD,785.04,3.79,12.23,In Stock,1
ELECTRONICS,5856.62,3.67,12.19,Out of Stock,0
ELECTRONICS,10722.63,1.31,13.4,Out of Stock,0
ELECTRONICS,6946.33,2.25,9.25,In Stock,1
ELECTRONICS,7680.79,4.02,13.94,Out of Stock,0
FURNITURE,6641.44,2.75,11.72,In Stock,1
FOOD,748.11,3.49,17.31,Out of Stock,0
ELECTRONICS,6372.72,4.3,0.11,In Stock,1
CLOTHING,1912.05,3.02,19.52,In Stock,1
CLOTHING,2112.27,4.55,32.41,In Stock,1
CLOTHING,1787.38,2.79,28.38,Out of Stock,0
ELECTRONICS,7252.68,1.05,11.14,Out of Stock,0
FURNITURE,10938.29,3.07,11.04,Out of Stock,0
FOOD,478.5,3.13,3.49,In Stock,1
CLOTHING,1991.19,2.82,12.23,Out of Stock,0
CLOTHING,1574.01,3.66,19.79,In Stock,1
CLOTHING,2301.08,3.93,19.98,In Stock,1
ELECTRONICS,616.15,4.3,19.12,In Stock,1
FOOD,465.07,3.02,20.9,In Stock,1
FURNITURE,7512.5,4.3,12.27,Out of Stock,0
CLOTHING,1969.24,2.76,12.23,Out of Stock,0
FURNITURE,7084.62,2.67,4.44,Out of Stock,0
FURNITURE,9179.15,1.58,14.67,Out of Stock,0
ELECTRONICS,5539.62,4.73,18.27,In Stock,1
FURNITURE,9304.33,2.75,12.23,Out of Stock,0
ELECTRONICS,8150.17,2.36,6.02,Out of Stock,0
FURNITURE,9938.76,2.74,8.69,Out of Stock,0
CLOTHING,1216.65,3.1,8.78,In Stock,1
FURNITURE,3627.32,1.89,12.23,Out of Stock,0
FURNITURE,4245.3,3.85,0.58,Out of Stock,0
FURNITURE,10907.31,1.95,13.07,Out of Stock,0
FURNITURE,8819.91,2.07,7.76,Out of Stock,0
CLOTHING,1454.9,3.69,10.15,In Stock,1
ELECTRONICS,9984.95,2.7,6.96,Out of Stock,0
CLOTHING,2275.52,3.09,42.5,In Stock,1
ELECTRONICS,7271.35,3.88,2.15,Out of Stock,0
FOOD,684.59,4.47,6.35,In Stock,1
CLOTHING,863.22,2.95,48.92,In Stock,1
FURNITURE,6081.98,2.6,0.45,Out of Stock,0
ELECTRONICS,347.92,4.14,28.59,In Stock,1
FURNITURE,9200.83,3.87,8.21,In Stock,1
ELECTRONICS,5203.93,2.26,11.51,Out of Stock,0
FURNITURE,8628.3,4.01,3.43,Out of Stock,0
FURNITURE,5641.32,1.7,13.84,Out of Stock,0
CLOTHING,2631.67,4.32,22.67,In Stock,1
FOOD,428.29,3.93,7.6,In Stock,1
FURNITURE,9060.34,1.11,1.98,Out of Stock,0
ELECTRONICS,9432.95,4.01,8.46,In Stock,1
FOOD,437.86,3.74,22.22,In Stock,1
CLOTHING,2460.47,4.29,37.52,In Stock,1
ELECTRONICS,6022.52,2.35,9.4,Out of Stock,0
CLOTHING,1326.98,4.26,19.82,In Stock,1
ELECTRONICS,5691.16,2.6,19.6,Out of Stock,0
ELECTRONICS,6129.41,3.45,8.66,In Stock,1
ELECTRONICS,5355.12,2.95,14.04,Out of Stock,0
FURNITURE,9158.64,4.05,4.33,Out of Stock,0
FOOD,114.69,3.96,11.35,In Stock,1
FURNITURE,8628.3,3.77,4.86,Out of Stock,0
CLOTHING,2290.41,3.46,18.11,In Stock,1
ELECTRONICS,861.78,4.43,15.02,In Stock,1
FOOD,588.05,4.89,15.83,In Stock,1
CLOTHING,1850.07,3.38,19.67,In Stock,1
ELECTRONICS,7378.28,3.41,19.72,Out of Stock,0
FOOD,753.32,4.72,26.67,In Stock,1
ELECTRONICS,7339.25,3.63,17.9,In Stock,1
FOOD,344.71,4.92,12.47,In Stock,1
FOOD,500.81,4.42,28.52,In Stock,1
ELECTRONICS,6223.08,3.98,10.42,In Stock,1
ELECTRONICS,6342.79,3.03,11.04,Out of Stock,0
FURNITURE,10931.69,2.13,7.22,Out of Stock,0
CLOTHING,1787.38,3.21,13.93,In Stock,1
ELECTRONICS,9808.2,3.05,14.68,In Stock,1
FURNITURE,8628.3,2.24,6.11,Out of Stock,0
ELECTRONICS,7045.98,3.18,10.87,In Stock,1
FOOD,422.87,3.27,14.88,In Stock,1
FURNITURE,5029.25,1.44,13.99,Out of Stock,0
ELECTRONICS,8024.75,3.64,8.04,Out of Stock,0
ELECTRONICS,9544.9,3.55,15.38,Out of Stock,0
ELECTRONICS,6842.81,4.84,12.23,In Stock,1
CLOTHING,2634.87,2.52,17.19,In Stock,1
ELECTRONICS,6428.13,2.08,17.11,Out of Stock,0
FOOD,73.91,3.15,8.22,In Stock,1
ELECTRONICS,5999.36,1.93,15.96,Out of Stock,0
ELECTRONICS,472.34,3.01,12.88,In Stock,1
FURNITURE,7894.62,1.4,10.14,Out of Stock,0
ELECTRONICS,11425.17,3.52,10.93,Out of Stock,0
FOOD,50.04,4.91,24.43,In Stock,1
CLOTHING,2759.95,2.05,12.23,In Stock,1
FOOD,657.34,4.67,2.8,In Stock,1
FOOD,604.08,4.92,20.36,In Stock,1
CLOTHING,1926.4,4.84,24.93,In Stock,1
ELECTRONICS,7996.47,2.91,18.66,Out of Stock,0
FURNITURE,3913.02,2.75,10.3,Out of Stock,0
CLOTHING,2479.77,3.75,45.9,In Stock,1
ELECTRONICS,9709.96,1.26,8.05,Out of Stock,0
CLOTHING,558.65,2.99,29.16,In Stock,1
CLOTHING,2776.99,4.54,10.74,In Stock,1
FURNITURE,8628.3,3.06,7.98,Out of Stock,0
FOOD,249.78,4.8,27.82,In Stock,1
FURNITURE,7831.34,4.12,5.76,Out of Stock,0
ELECTRONICS,8684.08,2.9,2.45,Out of Stock,0
CLOTHING,2819.84,3.36,38.05,In Stock,1
CLOTHING,1417.93,2.06,9.52,In Stock,1
ELECTRONICS,7481.1,3.76,6.69,Out of Stock,0
CLOTHING,2238.72,4.1,36.68,In Stock,1
FURNITURE,8910.26,4.2,7.34,In Stock,1
ELECTRONICS,7251.75,1.8,6.15,Out of Stock,0
FOOD,81.75,4.27,7.46,In Stock,1
ELECTRONICS,6520.78,3.03,6.54,In Stock,1
ELECTRONICS,6210.98,3.03,15.5,Out of Stock,0
ELECTRONICS,5648.53,2.82,10.14,Out of Stock,0
FURNITURE,11248.68,3.22,12.16,In Stock,1
FURNITURE,3537.02,2.04,4.2,Out of Stock,0
FURNITURE,4752.2,2.01,12.23,Out of Stock,0
CLOTHING,1804.71,3.99,22.15,In Stock,1
ELECTRONICS,8597.35,2.34,5.81,In Stock,1
FOOD,455.89,3.05,2.39,In Stock,1
CLOTHING,1544.92,4.83,37.47,In Stock,1
ELECTRONICS,4057.52,3.96,10.98,Out of Stock,0
ELECTRONICS,8054.73,4.28,8.08,In Stock,1
CLOTHING,1053.75,3.46,29.7,In Stock,1
ELECTRONICS,7691.63,3.26,18.97,In Stock,1
CLOTHING,2755.61,4.63,41.06,In Stock,1
FOOD,757.57,3.2,7.95,In Stock,1
CLOTHING,1737.64,4.54,27.73,In Stock,1
CLOTHING,2370.09,2.42,16.36,In Stock,1
CLOTHING,2329.44,2.49,20.81,In Stock,1
CLOTHING,1162.17,3.05,36.87,In Stock,1
FURNITURE,7414.17,2.94,1.5,Out of Stock,0
FURNITURE,12660.21,2.29,9.73,Out of Stock,0
FURNITURE,11704.68,1.73,13.27,Out of Stock,0
FURNITURE,10394.69,2.5,2.74,Out of Stock,0
CLOTHING,2855.75,4.27,14.36,In Stock,1
FOOD,303.28,4.62,20.87,In Stock,1
CLOTHING,2414.46,3.32,37.24,In Stock,1
CLOTHING,1466.23,2.63,33.47,In Stock,1
FURNITURE,14712.17,2.09,6.91,Out of Stock,0
ELECTRONICS,8370.01,3.17,16.87,In Stock,1
FURNITURE,12140.91,1.2,14.98,Out of Stock,0
CLOTHING,2381.01,4.59,34.3,In Stock,1
FOOD,692.21,3.22,10.43,In Stock,1
FOOD,707.32,3.4,2.35,In Stock,1
FURNITURE,12457.43,3.92,2.44,Out of Stock,0
FOOD,690.76,4.37,15.6,In Stock,1
FOOD,672.69,3.84,5.82,In Stock,1
ELECTRONICS,6424.26,3.02,10.63,In Stock,1
FOOD,654.19,4.58,17.44,In Stock,1
ELECTRONICS,8903.93,1.77,1.0,Out of Stock,0
FOOD,705.23,3.96,7.4,In Stock,1
FOOD,571.49,3.82,26.29,In Stock,1
FOOD,273.48,3.02,9.02,In Stock,1
ELECTRONICS,7890.38,2.5,10.7,Out of Stock,0
ELECTRONICS,9382.99,4.65,5.32,In Stock,1
FOOD,396.61,4.1,28.47,In Stock,1
ELECTRONICS,9993.09,1.94,14.54,Out of Stock,0
ELECTRONICS,6890.16,1.03,0.19,Out of Stock,0
ELECTRONICS,7302.83,2.95,0.45,Out of Stock,0
FURNITURE,11243.13,2.03,8.4,Out of Stock,0
FOOD,275.69,3.33,12.22,In Stock,1
CLOTHING,1080.68,3.6,13.95,In Stock,1
CLOTHING,1771.01,2.47,35.19,In Stock,1
CLOTHING,2384.84,2.33,26.05,Out of Stock,0
FURNITURE,3850.46,3.09,3.97,Out of Stock,0
FOOD,445.72,4.03,27.73,In Stock,1
ELECTRONICS,7745.42,3.33,8.03,Out of Stock,0
ELECTRONICS,9745.4,4.11,5.71,In Stock,1
ELECTRONICS,9221.05,2.73,16.57,In Stock,1
FOOD,667.17,3.38,21.03,In Stock,1
FURNITURE,6487.72,2.04,4.45,Out of Stock,0
CLOTHING,2313.92,2.69,5.04,In Stock,1
ELECTRONICS,8576.18,1.68,2.09,Out of Stock,0
ELECTRONICS,6187.58,2.52,9.52,Out of Stock,0
FURNITURE,3534.84,4.4,10.74,In Stock,1
CLOTHING,1307.99,2.96,25.18,In Stock,1
FURNITURE,10514.94,1.51,2.83,Out of Stock,0
FOOD,694.58,3.51,11.41,In Stock,1
CLOTHING,2678.18,3.99,20.38,In Stock,1
ELECTRONICS,8418.5,1.08,14.71,Out of Stock,0
ELECTRONICS,7435.08,4.25,19.09,In Stock,1
FOOD,744.34,4.82,15.37,In Stock,1
FURNITURE,7321.71,2.63,10.35,Out of Stock,0
FOOD,713.0,3.41,27.55,In Stock,1
FOOD,661.39,4.96,26.41,In Stock,1
ELECTRONICS,6399.69,1.42,2.24,Out of Stock,0
FURNITURE,6494.68,3.15,12.06,In Stock,1
FURNITURE,13791.0,3.18,0.08,Out of Stock,0
CLOTHING,965.79,2.3,21.35,In Stock,1
FURNITURE,9016.21,1.15,5.23,Out of Stock,0
FOOD,184.38,4.29,13.93,In Stock,1
FOOD,419.74,3.86,28.68,In Stock,1
FOOD,211.05,4.03,22.08,In Stock,1
FURNITURE,9682.13,4.25,5.67,Out of Stock,0
FOOD,397.76,3.18,18.27,In Stock,1
ELECTRONICS,6441.06,1.64,10.89,In Stock,1
CLOTHING,1830.78,2.23,36.42,In Stock,1
FURNITURE,10485.27,1.66,7.04,Out of Stock,0
ELECTRONICS,8601.61,3.12,7.91,Out of Stock,0
CLOTHING,1305.85,3.83,47.26,In Stock,1
CLOTHING,2179.36,2.22,25.73,In Stock,1
ELECTRONICS,2727.06,2.28,49.5,Out of Stock,0
FOOD,761.8,3.16,28.0,In Stock,1
FURNITURE,8628.3,3.96,6.28,Out of Stock,0
ELECTRONICS,7204.28,3.54,15.49,In Stock,1
ELECTRONICS,5168.95,3.37,3.73,Out of Stock,0
ELECTRONICS,6729.75,2.39,9.38,Out of Stock,0
FURNITURE,7009.64,2.75,2.18,Out of Stock,0
FOOD,75.08,3.94,28.63,In Stock,1
CLOTHING,789.19,4.84,12.23,In Stock,1
FURNITURE,10649.99,3.26,12.4,Out of Stock,0
FURNITURE,4283.04,2.77,10.46,Out of Stock,0
FURNITURE,10041.85,3.91,1.08,Out of Stock,0
FURNITURE,11288.41,2.87,5.69,Out of Stock,0
CLOTHING,1350.69,3.86,45.09,Out of Stock,0
FURNITURE,8954.11,3.89,6.03,Out of Stock,0
CLOTHING,755.99,2.18,7.31,In Stock,1
FURNITURE,7561.8,2.18,10.77,Out of Stock,0
FOOD,607.12,3.1,6.63,In Stock,1
FURNITURE,6291.14,2.92,2.17,Out of Stock,0
FOOD,150.46,4.89,24.13,In Stock,1
ELECTRONICS,5903.27,2.63,7.11,Out of Stock,0
FOOD,643.25,4.02,3.84,In Stock,1
FURNITURE,11867.9,2.39,3.94,Out of Stock,0
FURNITURE,7505.98,2.74,5.15,In Stock,1
ELECTRONICS,6209.53,2.59,0.38,In Stock,1
ELECTRONICS,8862.49,1.68,0.88,Out of Stock,0
ELECTRONICS,8268.49,4.1,16.28,In Stock,1
FOOD,420.13,3.41,22.12,In Stock,1
FURNITURE,11396.56,1.86,13.55,In Stock,1
ELECTRONICS,5521.86,4.93,17.2,Out of Stock,0
FOOD,565.92,4.88,21.67,In Stock,1
FURNITURE,5285.48,2.55,1.07,Out of Stock,0
FOOD,342.24,4.48,11.59,In Stock,1
FOOD,297.72,4.19,26.17,In Stock,1
FOOD,85.69,3.77,12.23,In Stock,1
FOOD,571.52,3.21,19.94,In Stock,1
CLOTHING,1215.45,2.6,47.14,In Stock,1
FOOD,63.89,3.88,0.65,In Stock,1
FOOD,412.69,3.96,9.65,In Stock,1
FURNITURE,4585.94,2.75,10.08,Out of Stock,0
FOOD,636.8,4.06,17.7,In Stock,1
FURNITURE,5407.4,2.01,2.43,Out of Stock,0
ELECTRONICS,6246.48,1.9,10.39,Out of Stock,0
CLOTHING,1787.38,4.83,13.8,In Stock,1
ELECTRONICS,8208.38,4.27,11.2,In Stock,1
ELECTRONICS,6275.02,2.05,0.79,Out of Stock,0
FOOD,279.08,4.49,1.43,In Stock,1
FURNITURE,5631.54,3.47,11.74,Out of Stock,0
ELECTRONICS,7276.59,3.79,7.76,In Stock,1
CLOTHING,899.78,3.19,12.23,In Stock,1
FURNITURE,14376.64,1.24,7.61,Out of Stock,0
ELECTRONICS,6644.6,3.03,0.48,Out of Stock,0
FOOD,284.77,4.64,16.62,In Stock,1
FOOD,387.94,3.57,8.94,In Stock,1
FOOD,337.33,4.67,29.02,In Stock,1
ELECTRONICS,7193.28,2.57,16.93,Out of Stock,0
CLOTHING,1567.26,3.66,15.39,In Stock,1
FURNITURE,11922.03,2.86,12.14,Out of Stock,0
FOOD,635.55,3.43,21.47,In Stock,1
ELECTRONICS,9000.27,2.38,3.45,Out of Stock,0
FURNITURE,3031.59,2.58,5.29,Out of Stock,0
ELECTRONICS,7774.55,1.75,17.19,In Stock,1
FOOD,243.32,3.45,14.42,In Stock,1
ELECTRONICS,7494.26,1.86,5.44,Out of Stock,0
FURNITURE,5036.46,3.51,11.55,Out of Stock,0
CLOTHING,1655.82,4.14,38.12,In Stock,1
ELECTRONICS,7251.75,4.9,41.95,In Stock,1
ELECTRONICS,6022.42,1.74,2.51,Out of Stock,0
CLOTHING,845.95,4.24,26.13,In Stock,1
FURNITURE,12395.21,3.61,9.07,In Stock,1
FURNITURE,11236.4,1.06,4.68,Out of Stock,0
CLOTHING,2094.56,2.03,6.48,Out of Stock,0
CLOTHING,2629.72,4.05,16.94,In Stock,1
FOOD,565.97,4.58,9.2,In Stock,1
FURNITURE,3432.45,4.26,5.18,In Stock,1
FOOD,129.86,3.98,23.05,In Stock,1
CLOTHING,1054.12,2.81,15.92,In Stock,1
CLOTHING,2979.18,2.59,30.9,Out of Stock,0
ELECTRONICS,743.95,3.29,29.13,In Stock,1
ELECTRONICS,9737.39,4.54,4.29,Out of Stock,0
FOOD,419.74,4.52,29.58,In Stock,1
CLOTHING,951.06,4.3,20.25,In Stock,1
FURNITURE,5107.52,2.47,11.91,Out of Stock,0
ELECTRONICS,7324.25,3.15,19.9,Out of Stock,0
FOOD,349.33,4.23,10.96,In Stock,1
CLOTHING,1481.96,4.09,47.2,In Stock,1
FOOD,456.77,4.54,2.68,In Stock,1
ELECTRONICS,6055.79,3.01,0.4,Out of Stock,0
FOOD,239.64,4.03,0.45,In Stock,1
FOOD,248.41,4.03,17.19,In Stock,1
FOOD,744.31,4.29,12.44,In Stock,1
FOOD,747.76,4.57,6.0,In Stock,1
FOOD,148.13,4.35,12.23,In Stock,1
FURNITURE,12476.08,3.59,9.38,Out of Stock,0
CLOTHING,2965.96,3.6,12.23,In Stock,1
FURNITURE,12939.28,1.88,12.23,Out of Stock,0
CLOTHING,2892.77,4.09,31.82,In Stock,1
ELECTRONICS,7301.93,3.03,7.06,Out of Stock,0
ELECTRONICS,8181.86,4.01,13.57,Out of Stock,0
CLOTHING,996.03,3.48,40.62,In Stock,1
FURNITURE,8708.45,2.88,11.57,Out of Stock,0
FOOD,545.95,3.82,26.86,In Stock,1
FURNITURE,4950.8,4.48,1.78,Out of Stock,0
FOOD,61.21,4.78,7.35,In Stock,1
CLOTHING,2324.25,4.43,43.65,In Stock,1
ELECTRONICS,7251.75,2.18,14.2,Out of Stock,0
CLOTHING,788.5,3.22,43.16,In Stock,1
CLOTHING,1419.15,3.77,27.67,In Stock,1
ELECTRONICS,8229.76,4.89,1.11,Out of Stock,0
ELECTRONICS,7869.81,4.45,9.63,In Stock,1
FOOD,108.9,4.12,9.96,In Stock,1
FOOD,166.21,4.7,15.65,In Stock,1
FURNITURE,14199.32,3.82,10.39,Out of Stock,0
FURNITURE,3060.31,2.5,2.96,Out of Stock,0
FOOD,733.1,3.35,8.58,In Stock,1
CLOTHING,1792.09,2.79,14.44,Out of Stock,0
FOOD,499.32,3.96,1.75,In Stock,1
FURNITURE,7466.94,3.52,8.32,Out of Stock,0
ELECTRONICS,7114.38,3.26,7.31,In Stock,1
CLOTHING,2840.37,3.46,35.3,In Stock,1
FURNITURE,13695.39,3.81,2.76,Out of Stock,0
CLOTHING,1239.82,4.15,8.79,In Stock,1
FOOD,658.9,4.44,21.89,In Stock,1
FOOD,125.18,4.44,12.23,In Stock,1
ELECTRONICS,9154.61,1.17,12.23,Out of Stock,0
CLOTHING,1432.52,2.45,30.13,In Stock,1
CLOTHING,2793.37,3.17,43.02,In Stock,1
ELECTRONICS,5001.2,1.67,0.61,Out of Stock,0
ELECTRONICS,6640.74,4.63,1.94,In Stock,1
FURNITURE,10276.92,2.58,14.08,Out of Stock,0
CLOTHING,806.3,2.64,6.33,In Stock,1
FOOD,419.74,3.56,26.1,In Stock,1
CLOTHING,2012.35,3.84,28.94,In Stock,1
FURNITURE,4102.2,2.56,14.99,Out of Stock,0
CLOTHING,2588.07,4.68,42.05,In Stock,1
CLOTHING,757.6,2.68,5.14,In Stock,1
FURNITURE,6642.12,1.38,7.09,Out of Stock,0
FURNITURE,11125.53,4.06,11.24,Out of Stock,0
ELECTRONICS,9692.93,3.03,0.24,Out of Stock,0
FURNITURE,10936.06,2.01,3.8,Out of Stock,0
CLOTHING,1327.22,3.46,28.01,In Stock,1
CLOTHING,1600.37,3.54,35.27,In Stock,1
ELECTRONICS,6935.65,2.01,3.32,Out of Stock,0
ELECTRONICS,6747.37,3.97,15.13,In Stock,1
FOOD,550.18,3.47,17.64,In Stock,1
CLOTHING,1926.72,3.45,12.23,In Stock,1
CLOTHING,1729.48,3.46,37.2,In Stock,1
FOOD,132.22,4.5,4.08,In Stock,1
FURNITURE,3799.54,4.42,14.35,In Stock,1
ELECTRONICS,5302.18,2.77,3.72,Out of Stock,0
FOOD,414.01,4.66,28.52,In Stock,1
ELECTRONICS,8171.26,2.42,12.07,Out of Stock,0
FURNITURE,6744.02,4.18,13.06,Out of Stock,0
ELECTRONICS,468.67,3.65,8.8,In Stock,1
FURNITURE,3401.02,3.86,6.76,Out of Stock,0
ELECTRONICS,6625.66,2.88,16.37,Out of Stock,0
ELECTRONICS,5623.07,4.43,17.95,In Stock,1
CLOTHING,2866.77,3.19,14.77,In Stock,1
CLOTHING,1434.1,3.0,12.93,In Stock,1
ELECTRONICS,8036.33,2.91,17.31,Out of Stock,0
ELECTRONICS,3385.31,3.25,11.44,In Stock,1
ELECTRONICS,8797.43,4.54,14.58,Out of Stock,0
CLOTHING,2819.53,3.0,27.64,Out of Stock,0
FURNITURE,3168.96,1.02,3.6,Out of Stock,0
CLOTHING,752.02,2.78,12.97,In Stock,1
FURNITURE,3342.24,4.18,0.12,Out of Stock,0
ELECTRONICS,8680.41,1.61,18.24,Out of Stock,0
CLOTHING,2731.99,3.96,35.25,In Stock,1
ELECTRONICS,5026.7,4.94,17.56,In Stock,1
ELECTRONICS,9475.53,3.64,6.9,Out of Stock,0
FURNITURE,13723.78,2.02,8.44,Out of Stock,0
ELECTRONICS,5498.65,4.69,2.82,Out of Stock,0
FOOD,218.67,3.96,22.92,In Stock,1
ELECTRONICS,2048.38,2.7,5.04,Out of Stock,0
CLOTHING,2392.88,4.96,41.45,In Stock,1
FURNITURE,8522.48,4.16,6.15,Out of Stock,0
