Category,Price,Rating,Discount,Stock
Electronics,8862.49,1.68,0.88,Out of Stock
Electronics,8268.49,4.1,16.28,In Stock
Food,420.13,3.41,22.12,In Stock
Furniture,11396.56,1.86,13.55,In Stock
Electronics,5521.86,4.93,17.2,Out of Stock
Food,565.92,4.88,21.67,In Stock
Furniture,5285.48,2.55,1.07,Out of Stock
Food,342.24,4.48,11.59,In Stock
Food,297.72,4.19,26.17,In Stock
Food,85.69,3.77,,In Stock
Food,571.52,3.21,19.94,In Stock
Clothing,1215.45,2.6,47.14,In Stock
Food,63.89,3.88,0.65,In Stock
Food,412.69,,9.65,In Stock
Furniture,4585.94,,10.08,Out of Stock
Food,636.8,4.06,17.7,In Stock
Furniture,5407.4,2.01,2.43,Out of Stock
Electronics,6246.48,1.9,10.39,Out of Stock
Clothing,,4.83,13.8,In Stock
Electronics,8208.38,4.27,11.2,In Stock
Electronics,6275.02,2.05,0.79,Out of Stock
Food,279.08,4.49,1.43,In Stock
Furniture,5631.54,3.47,11.74,Out of Stock
Electronics,7276.59,3.79,7.76,In Stock
Clothing,899.78,3.19,,In Stock
Furniture,14376.64,1.24,7.61,Out of Stock
Electronics,6644.6,,0.48,Out of Stock
Food,284.77,4.64,16.62,In Stock
Food,387.94,3.57,8.94,In Stock
Food,337.33,4.67,29.02,In Stock
,7193.28,2.57,16.93,Out of Stock
Clothing,1567.26,3.66,15.39,In Stock
Furniture,11922.03,2.86,12.14,Out of Stock
Food,635.55,3.43,21.47,In Stock
Electronics,9000.27,2.38,3.45,Out of Stock
Furniture,3031.59,2.58,5.29,Out of Stock
Electronics,7774.55,1.75,17.19,In Stock
Food,243.32,3.45,14.42,In Stock
Electronics,7494.26,1.86,5.44,Out of Stock
Furniture,5036.46,3.51,11.55,Out of Stock
Clothing,1655.82,4.14,38.12,In Stock
,,4.9,41.95,In Stock
Electronics,6022.42,1.74,2.51,Out of Stock
Clothing,845.95,4.24,26.13,In Stock
Furniture,12395.21,3.61,9.07,In Stock
Furniture,11236.4,1.06,4.68,Out of Stock
Clothing,2094.56,2.03,6.48,Out of Stock
Clothing,2629.72,4.05,16.94,In Stock
Food,565.97,4.58,9.2,In Stock
Furniture,3432.45,4.26,5.18,In Stock
Food,129.86,3.98,23.05,In Stock
Clothing,1054.12,2.81,15.92,In Stock
Clothing,2979.18,2.59,30.9,Out of Stock
,743.95,3.29,29.13,In Stock
Electronics,9737.39,4.54,4.29,Out of Stock
Food,,4.52,29.58,In Stock
Clothing,951.06,4.3,20.25,In Stock
Furniture,5107.52,2.47,11.91,Out of Stock
,7324.25,3.15,19.9,Out of Stock
Food,349.33,4.23,10.96,In Stock
Clothing,1481.96,4.09,47.2,In Stock
Food,456.77,4.54,2.68,In Stock
Electronics,6055.79,3.01,0.4,Out of Stock
Food,239.64,4.03,0.45,In Stock
Food,248.41,4.03,17.19,In Stock
Food,744.31,4.29,12.44,In Stock
Food,747.76,4.57,6.0,In Stock
Food,148.13,4.35,,In Stock
Furniture,12476.08,3.59,9.38,Out of Stock
Clothing,2965.96,3.6,,In Stock
Furniture,12939.28,1.88,,Out of Stock
Clothing,2892.77,4.09,31.82,In Stock
Electronics,7301.93,,7.06,Out of Stock
Electronics,8181.86,4.01,13.57,Out of Stock
Clothing,996.03,3.48,40.62,In Stock
Furniture,8708.45,2.88,11.57,Out of Stock
Food,545.95,3.82,26.86,In Stock
Furniture,4950.8,4.48,1.78,Out of Stock
Food,61.21,4.78,7.35,In Stock
Clothing,2324.25,4.43,43.65,In Stock
Electronics,,2.18,14.2,Out of Stock
Clothing,788.5,3.22,43.16,In Stock
Clothing,1419.15,3.77,27.67,In Stock
Electronics,8229.76,4.89,1.11,Out of Stock
Electronics,7869.81,4.45,9.63,In Stock
Food,108.9,4.12,9.96,In Stock
Food,166.21,4.7,15.65,In Stock
Furniture,14199.32,3.82,10.39,Out of Stock
Furniture,3060.31,2.5,2.96,Out of Stock
Food,733.1,3.35,8.58,In Stock
Clothing,1792.09,2.79,14.44,Out of Stock
Food,499.32,,1.75,In Stock
Furniture,7466.94,3.52,8.32,Out of Stock
Electronics,7114.38,3.26,7.31,In Stock
Clothing,2840.37,,35.3,In Stock
Furniture,13695.39,3.81,2.76,Out of Stock
Clothing,1239.82,4.15,8.79,In Stock
Food,658.9,4.44,21.89,In Stock
Food,125.18,4.44,,In Stock
Electronics,9154.61,1.17,,Out of Stock
Clothing,1432.52,2.45,30.13,In Stock
Clothing,2793.37,3.17,43.02,In Stock
Electronics,5001.2,1.67,0.61,Out of Stock
Electronics,6640.74,4.63,1.94,In Stock
Furniture,10276.92,2.58,14.08,Out of Stock
Clothing,806.3,2.64,6.33,In Stock
Food,,3.56,26.1,In Stock
Clothing,2012.35,3.84,28.94,In Stock
Furniture,4102.2,2.56,14.99,Out of Stock
Clothing,2588.07,4.68,42.05,In Stock
Clothing,757.6,2.68,5.14,In Stock
Furniture,6642.12,1.38,7.09,Out of Stock
Furniture,11125.53,4.06,11.24,Out of Stock
Electronics,9692.93,,0.24,Out of Stock
Furniture,10936.06,2.01,3.8,Out of Stock
Clothing,1327.22,,28.01,In Stock
Clothing,1600.37,3.54,35.27,In Stock
Electronics,6935.65,2.01,3.32,Out of Stock
Electronics,6747.37,3.97,15.13,In Stock
Food,550.18,3.47,17.64,In Stock
Clothing,1926.72,3.45,,In Stock
Clothing,1729.48,,37.2,In Stock
Food,132.22,4.5,4.08,In Stock
Furniture,3799.54,4.42,14.35,In Stock
Electronics,5302.18,2.77,3.72,Out of Stock
Food,414.01,4.66,28.52,In Stock
Electronics,8171.26,2.42,12.07,Out of Stock
Furniture,6744.02,4.18,13.06,Out of Stock
,468.67,3.65,8.8,In Stock
Furniture,3401.02,3.86,6.76,Out of Stock
Electronics,6625.66,2.88,16.37,Out of Stock
Electronics,5623.07,4.43,17.95,In Stock
Clothing,2866.77,3.19,14.77,In Stock
Clothing,1434.1,3.0,12.93,In Stock
Electronics,8036.33,2.91,17.31,Out of Stock
,3385.31,3.25,11.44,In Stock
Electronics,8797.43,4.54,14.58,Out of Stock
Clothing,2819.53,3.0,27.64,Out of Stock
Furniture,3168.96,1.02,3.6,Out of Stock
Clothing,752.02,2.78,12.97,In Stock
Furniture,3342.24,4.18,0.12,Out of Stock
Electronics,8680.41,1.61,18.24,Out of Stock
Clothing,2731.99,3.96,35.25,In Stock
Electronics,5026.7,4.94,17.56,In Stock
Electronics,9475.53,3.64,6.9,Out of Stock
Furniture,13723.78,2.02,8.44,Out of Stock
Electronics,5498.65,4.69,2.82,Out of Stock
Food,218.67,,22.92,In Stock
,2048.38,2.7,5.04,Out of Stock
Clothing,2392.88,4.96,41.45,In Stock
Furniture,8522.48,4.16,6.15,Out of Stock
Electronics,7624.67,2.91,8.95,Out of Stock
Food,631.39,,9.5,In Stock
Furniture,6097.9,1.13,8.75,Out of Stock
Food,222.47,3.3,19.61,In Stock
Furniture,11174.51,3.63,7.55,Out of Stock
Electronics,9470.27,4.75,16.15,Out of Stock
Clothing,2088.98,2.91,49.23,In Stock
Clothing,1185.34,2.61,24.9,Out of Stock
Food,92.63,4.96,17.65,In Stock
Furniture,,3.3,7.46,Out of Stock
Clothing,580.16,3.84,37.23,In Stock
Food,362.56,4.51,6.81,In Stock
Electronics,6106.38,1.65,7.44,Out of Stock
Food,685.26,4.66,11.48,In Stock
Clothing,1972.8,4.16,15.85,In Stock
Furniture,5017.69,4.4,9.26,In Stock
Food,786.06,3.68,21.09,In Stock
Clothing,1056.51,2.78,28.04,Out of Stock
Electronics,6598.09,,5.26,Out of Stock
Electronics,5178.74,3.82,9.84,Out of Stock
Electronics,,1.69,2.05,Out of Stock
Clothing,2031.48,2.28,38.94,In Stock
,3246.13,1.87,13.36,Out of Stock
Food,588.9,3.15,24.63,In Stock
Food,419.78,,18.02,In Stock
Electronics,8409.17,4.97,4.65,In Stock
Furniture,10487.35,2.61,0.59,Out of Stock
Food,60.85,3.24,19.47,In Stock
Electronics,7835.82,3.21,0.64,Out of Stock
Food,401.98,,11.93,In Stock
Food,518.69,4.56,23.52,In Stock
Electronics,7596.4,4.43,7.83,Out of Stock
Clothing,2721.73,2.72,,In Stock
Clothing,,4.39,23.77,In Stock
Electronics,6145.58,1.93,18.03,Out of Stock
,13007.0,2.94,9.24,Out of Stock
Furniture,8691.91,2.37,13.73,Out of Stock
Food,144.21,3.84,10.34,In Stock
Clothing,1745.38,,28.35,In Stock
Clothing,849.8,3.54,15.91,In Stock
Food,188.25,,22.88,In Stock
,370.58,4.25,21.83,In Stock
Electronics,8396.58,2.88,7.76,In Stock
Food,331.97,4.28,14.84,In Stock
Furniture,13189.59,4.06,2.56,Out of Stock
Clothing,840.58,3.89,18.56,Out of Stock
Electronics,5092.85,4.55,4.54,Out of Stock
Furniture,14151.37,3.51,11.44,Out of Stock
Electronics,6007.31,1.94,10.43,Out of Stock
Clothing,930.25,2.92,19.47,In Stock
,5798.15,1.82,15.77,Out of Stock
Clothing,,2.09,33.32,In Stock
Furniture,14711.8,2.16,1.78,Out of Stock
Food,477.79,4.81,23.52,In Stock
Electronics,8112.58,2.26,10.84,Out of Stock
Furniture,4094.94,3.38,10.88,Out of Stock
Furniture,14580.38,1.91,0.28,Out of Stock
Furniture,9547.3,3.47,11.86,Out of Stock
Electronics,5968.69,2.05,10.25,Out of Stock
Clothing,1326.5,4.58,,In Stock
Furniture,12594.94,3.03,11.6,In Stock
Furniture,6992.08,3.91,4.12,Out of Stock
Electronics,7730.49,1.86,9.51,Out of Stock
Electronics,6590.88,2.07,19.34,Out of Stock
Clothing,900.19,4.36,49.29,In Stock
Furniture,3238.82,3.45,3.79,Out of Stock
Food,80.37,3.81,28.06,In Stock
Clothing,529.41,3.76,27.56,In Stock
Electronics,9366.92,,13.63,Out of Stock
Food,560.08,4.34,28.27,In Stock
Furniture,12877.05,1.15,7.07,Out of Stock
Clothing,1494.88,,25.31,In Stock
Furniture,7610.33,2.51,14.69,Out of Stock
Furniture,4063.6,4.23,7.2,Out of Stock
Electronics,8118.71,4.32,7.21,In Stock
Food,372.82,3.82,11.24,In Stock
Clothing,2813.82,4.49,9.9,In Stock
Furniture,4297.48,2.5,1.48,Out of Stock
Food,514.32,3.29,15.67,In Stock
Food,55.41,3.63,20.32,In Stock
Furniture,8808.47,4.42,13.11,Out of Stock
Clothing,1397.68,2.14,43.05,In Stock
Furniture,13934.81,3.87,1.92,In Stock
,798.44,3.52,21.73,In Stock
Electronics,9540.17,1.94,18.17,In Stock
Food,282.11,4.95,8.44,In Stock
Furniture,14441.23,,10.64,Out of Stock
Clothing,1830.28,3.43,15.06,In Stock
Furniture,11467.15,1.67,8.29,Out of Stock
Furniture,6038.94,4.34,0.43,Out of Stock
Clothing,999.32,2.73,23.63,In Stock
Furniture,5792.76,2.72,13.09,Out of Stock
Electronics,8560.32,3.32,1.78,Out of Stock
Electronics,8469.96,1.67,15.73,In Stock
Electronics,6250.28,2.67,7.01,In Stock
Furniture,13305.77,1.44,8.48,Out of Stock
Food,156.55,4.41,27.15,In Stock
Electronics,,2.95,18.55,In Stock
Clothing,1802.48,,31.02,In Stock
Food,566.92,3.21,24.63,In Stock
Electronics,7177.53,1.29,15.72,Out of Stock
Furniture,7523.4,1.35,9.51,Out of Stock
Furniture,13561.58,4.11,14.36,Out of Stock
Food,700.78,3.0,11.41,Out of Stock
Furniture,12822.51,2.28,9.02,Out of Stock
Clothing,2015.79,3.1,45.7,In Stock
Furniture,9038.74,2.63,14.96,Out of Stock
Food,420.13,3.36,15.39,In Stock
Food,660.51,,23.66,In Stock
Electronics,8540.12,2.02,17.24,Out of Stock
Furniture,13721.32,1.68,1.96,Out of Stock
Clothing,2939.01,4.6,45.2,In Stock
Electronics,9431.88,3.17,12.93,Out of Stock
Electronics,7726.81,1.2,14.91,Out of Stock
Food,,4.3,15.08,In Stock
,418.86,3.34,8.36,In Stock
Food,169.14,3.39,29.19,In Stock
Furniture,4837.36,,8.86,Out of Stock
Electronics,8050.89,1.62,15.87,Out of Stock
Food,638.9,3.47,8.66,In Stock
Electronics,9689.94,4.3,13.96,In Stock
Furniture,3986.8,,8.39,Out of Stock
Furniture,5248.94,2.57,9.02,Out of Stock
Food,295.53,,25.21,In Stock
Food,292.71,4.68,,In Stock
Clothing,2594.32,2.46,8.73,In Stock
Clothing,2104.44,3.42,45.86,In Stock
Furniture,7358.27,2.01,7.51,Out of Stock
Clothing,1639.87,3.03,36.22,In Stock
Clothing,2398.9,,48.78,In Stock
Clothing,1166.64,4.15,22.74,In Stock
Furniture,11124.98,,14.91,Out of Stock
Clothing,2322.26,4.86,42.57,In Stock
Electronics,9514.51,4.26,9.18,Out of Stock
,238.84,3.74,0.61,In Stock
Furniture,9287.92,2.77,7.88,Out of Stock
Electronics,9870.16,4.65,3.23,In Stock
Electronics,6844.41,2.7,7.21,Out of Stock
Electronics,8992.48,3.1,11.44,Out of Stock
Clothing,2632.53,4.42,10.95,In Stock
Clothing,2284.79,3.31,18.26,In Stock
Food,87.51,3.97,10.66,In Stock
Food,238.63,4.39,23.08,In Stock
Food,233.59,3.1,25.46,In Stock
Clothing,524.9,4.81,33.24,In Stock
Furniture,6862.16,1.86,0.14,Out of Stock
Clothing,1088.68,2.41,32.55,In Stock
Furniture,4998.55,,8.85,Out of Stock
Food,273.53,3.07,1.12,Out of Stock
Electronics,5131.74,3.96,6.36,Out of Stock
Food,647.23,3.86,13.59,In Stock
Clothing,1782.21,4.14,,In Stock
Food,141.19,4.11,9.81,In Stock
Electronics,7212.46,3.59,9.88,Out of Stock
Electronics,8101.39,3.18,14.8,In Stock
Furniture,11471.24,,10.18,Out of Stock
Electronics,9367.8,2.73,8.26,Out of Stock
Furniture,12170.95,3.04,1.07,Out of Stock
Clothing,2730.28,2.09,38.68,In Stock
,619.1,4.91,1.62,In Stock
Food,497.64,3.86,9.92,In Stock
Food,117.74,4.13,14.37,In Stock
,761.39,3.84,38.21,In Stock
Electronics,8836.39,4.62,8.19,In Stock
Electronics,9765.36,4.46,5.93,In Stock
Clothing,898.21,3.31,23.09,In Stock
Food,481.79,4.17,22.5,In Stock
Furniture,9118.68,1.37,12.87,Out of Stock
Furniture,6717.17,4.4,1.77,In Stock
Furniture,14499.01,1.32,3.47,Out of Stock
Furniture,3558.96,3.47,12.75,In Stock
Food,375.55,4.86,17.71,In Stock
Clothing,2075.02,,18.36,In Stock
Furniture,7251.19,4.17,13.51,Out of Stock
Food,782.36,4.8,3.82,In Stock
Food,667.79,3.82,29.72,In Stock
Electronics,7361.4,3.22,10.6,Out of Stock
Clothing,1304.34,2.23,45.3,In Stock
Clothing,2506.69,2.42,39.95,In Stock
Furniture,10510.16,2.43,3.81,Out of Stock
Food,694.8,4.4,16.43,In Stock
Clothing,2023.92,2.27,26.33,In Stock
Furniture,5324.4,1.73,9.92,Out of Stock
Electronics,9556.28,2.62,4.15,Out of Stock
Clothing,2121.87,4.61,38.67,Out of Stock
Electronics,9343.79,3.15,15.04,Out of Stock
Food,155.05,3.7,11.69,In Stock
Furniture,9135.55,4.25,13.11,Out of Stock
Clothing,836.31,2.52,21.09,In Stock
Furniture,6488.93,3.15,13.54,Out of Stock
Clothing,2905.73,3.96,42.72,In Stock
Furniture,9302.43,1.73,7.87,Out of Stock
Furniture,9660.99,3.6,3.3,Out of Stock
Furniture,7419.72,2.27,14.39,Out of Stock
Electronics,7219.72,4.02,15.02,In Stock
Furniture,6186.53,3.0,13.41,Out of Stock
Food,406.4,4.89,6.43,In Stock
Clothing,685.4,4.67,43.15,In Stock
Furniture,14911.08,3.38,14.05,Out of Stock
Clothing,,4.53,30.61,In Stock
Furniture,7588.38,4.27,6.48,In Stock
Electronics,7694.1,2.78,11.3,Out of Stock
Food,402.88,3.1,26.46,In Stock
Food,383.3,4.18,4.18,In Stock
Electronics,5016.94,1.98,14.09,Out of Stock
Electronics,5495.97,4.64,4.3,Out of Stock
Electronics,6022.97,1.73,0.28,Out of Stock
Clothing,2429.51,4.63,32.64,In Stock
Clothing,970.5,2.86,26.42,In Stock
,765.76,3.49,21.95,In Stock
Clothing,1598.62,2.89,25.52,In Stock
Clothing,678.02,4.4,15.95,In Stock
Food,594.06,3.14,28.65,In Stock
Electronics,5965.07,4.53,16.19,In Stock
Furniture,14614.32,2.67,10.91,Out of Stock
Furniture,7448.53,1.65,6.65,Out of Stock
Food,174.31,4.96,2.89,In Stock
Food,491.91,4.25,16.14,In Stock
Furniture,10946.23,1.41,8.33,Out of Stock
Electronics,6436.06,4.76,15.24,In Stock
Electronics,9862.57,1.15,5.7,Out of Stock
Electronics,5977.11,1.04,4.85,Out of Stock
Furniture,11145.31,1.81,7.64,Out of Stock
Electronics,9439.09,3.78,7.89,In Stock
Food,329.35,3.91,5.31,In Stock
Furniture,10608.01,2.27,12.79,Out of Stock
Furniture,12078.63,3.14,5.46,Out of Stock
Food,207.45,4.55,14.59,In Stock
Electronics,,1.78,3.31,In Stock
Furniture,12325.93,1.8,7.9,Out of Stock
Food,388.66,4.16,26.31,In Stock
Electronics,9338.74,2.8,0.31,Out of Stock
Electronics,7132.22,3.42,11.16,In Stock
Furniture,10816.03,1.54,9.7,Out of Stock
Food,186.99,4.5,10.17,In Stock
Furniture,11518.75,1.17,6.12,Out of Stock
Furniture,11460.41,1.79,11.93,Out of Stock
Food,523.08,4.18,10.61,In Stock
Food,411.84,4.19,14.17,In Stock
Clothing,2245.78,3.3,14.1,In Stock
Clothing,1034.83,2.02,18.54,In Stock
Clothing,2372.29,4.38,14.11,In Stock
Furniture,,2.76,13.75,Out of Stock
Food,580.07,4.44,2.55,In Stock
Furniture,5639.89,1.03,10.74,Out of Stock
Clothing,1361.1,4.36,20.25,In Stock
Food,664.5,3.26,5.2,In Stock
Food,305.66,3.82,10.46,In Stock
Food,622.74,3.19,10.54,In Stock
Food,677.93,3.13,28.27,In Stock
Electronics,9931.58,1.35,5.83,In Stock
Food,329.3,4.55,17.88,In Stock
Electronics,8221.83,4.03,2.36,In Stock
,2583.02,4.12,,In Stock
Clothing,2724.34,4.1,14.08,In Stock
Food,372.31,3.99,1.66,In Stock
Furniture,14455.65,1.45,10.46,Out of Stock
Food,429.67,3.05,27.74,In Stock
Food,688.88,4.05,6.87,In Stock
Food,141.22,3.73,7.66,In Stock
Food,430.02,4.93,17.25,In Stock
Electronics,9449.66,3.6,9.5,Out of Stock
Clothing,2636.52,3.41,44.09,Out of Stock
Clothing,1228.94,2.39,43.49,In Stock
Clothing,1968.54,,47.2,In Stock
Electronics,5268.14,3.0,7.5,In Stock
Electronics,,4.17,5.61,Out of Stock
Clothing,1892.0,4.13,11.05,In Stock
Furniture,12768.8,3.12,14.24,In Stock
Clothing,1348.82,2.32,27.79,Out of Stock
Clothing,714.53,4.91,6.74,In Stock
Electronics,8767.52,3.1,7.37,In Stock
Food,99.38,4.24,17.56,In Stock
Clothing,1202.21,4.73,18.68,In Stock
Electronics,7248.63,3.18,2.0,In Stock
Food,749.12,3.75,2.42,In Stock
Electronics,6936.46,3.4,10.27,Out of Stock
Electronics,8472.71,1.22,5.69,Out of Stock
Electronics,9096.15,,17.11,In Stock
Electronics,5459.48,4.34,7.22,Out of Stock
Electronics,8061.05,1.61,1.32,Out of Stock
Clothing,1039.85,2.38,19.06,In Stock
Furniture,9172.6,3.06,11.85,Out of Stock
Food,542.18,4.22,12.35,In Stock
Food,405.36,3.83,25.26,In Stock
Clothing,1075.0,2.02,34.31,In Stock
Furniture,5429.55,4.12,12.89,Out of Stock
Clothing,691.82,2.32,27.28,In Stock
Electronics,8046.11,2.1,14.34,Out of Stock
,,3.65,0.76,In Stock
Electronics,8750.75,1.86,16.69,Out of Stock
Clothing,1550.73,3.73,44.28,In Stock
Food,697.72,3.74,6.27,In Stock
Furniture,12301.75,2.52,2.88,Out of Stock
Clothing,2761.06,2.59,6.16,In Stock
Food,,4.24,19.85,In Stock
Furniture,6732.5,2.12,5.09,Out of Stock
Electronics,8400.79,1.23,18.58,Out of Stock
,1056.3,5.0,12.72,In Stock
Clothing,2428.87,2.67,8.64,Out of Stock
Clothing,2687.33,4.58,23.16,In Stock
Clothing,2255.99,3.67,,In Stock
Furniture,6780.67,2.83,7.28,Out of Stock
Food,315.43,4.78,4.98,In Stock
Food,162.13,4.15,19.72,In Stock
Clothing,986.55,3.17,47.6,In Stock
Furniture,5959.41,3.34,11.1,In Stock
Furniture,8377.54,4.28,11.05,Out of Stock
Furniture,8495.09,2.99,10.39,Out of Stock
Electronics,7960.95,4.51,7.14,In Stock
Food,274.91,3.43,1.13,In Stock
Electronics,5215.07,4.48,13.57,Out of Stock
Clothing,2151.33,3.84,43.21,In Stock
,7401.33,4.48,7.19,In Stock
Food,745.03,4.4,7.72,In Stock
Food,,4.07,4.14,In Stock
Electronics,7956.21,2.26,1.05,Out of Stock
Clothing,2871.64,3.92,44.46,Out of Stock
Clothing,2190.14,3.07,28.07,In Stock
Clothing,2189.37,4.88,16.42,In Stock
,9374.89,4.7,13.41,In Stock
Clothing,2828.17,,47.89,In Stock
Furniture,11433.39,1.15,13.6,Out of Stock
Electronics,7422.36,2.84,11.33,Out of Stock
Electronics,5746.92,2.88,16.62,Out of Stock
Clothing,,2.82,5.11,In Stock
Furniture,7988.54,3.55,11.98,Out of Stock
Food,758.89,4.22,7.64,In Stock
Food,743.11,4.55,17.23,In Stock
Clothing,2239.1,4.77,37.06,In Stock
Food,326.28,4.43,1.21,Out of Stock
Electronics,6932.08,2.63,3.34,Out of Stock
,67.31,3.27,19.64,In Stock
Furniture,12627.47,4.46,5.2,Out of Stock
Food,499.53,4.87,5.01,In Stock
Furniture,11611.75,3.64,1.33,Out of Stock
Food,695.94,4.63,1.0,In Stock
,5455.42,1.2,6.69,Out of Stock
Furniture,9111.47,2.86,4.02,Out of Stock
Electronics,9557.98,2.47,0.91,Out of Stock
Food,275.17,4.06,12.25,In Stock
Electronics,6369.21,1.53,16.38,In Stock
Electronics,9980.73,2.32,7.63,In Stock
Clothing,2045.09,4.16,22.64,In Stock
Clothing,2762.32,3.68,25.27,In Stock
Clothing,2116.68,4.86,40.75,In Stock
,80.01,3.66,14.12,In Stock
Electronics,6572.59,,16.53,In Stock
Electronics,8656.73,4.96,5.45,Out of Stock
Food,706.24,4.53,10.87,In Stock
Clothing,2335.31,2.31,40.52,In Stock
Food,449.25,3.58,19.67,In Stock
Food,531.21,3.42,0.91,In Stock
Furniture,8203.47,,13.15,Out of Stock
Food,746.16,4.06,22.61,In Stock
Clothing,1598.26,4.24,14.22,Out of Stock
Food,328.3,4.27,0.54,In Stock
Clothing,2306.15,4.51,22.96,Out of Stock
Clothing,1619.86,4.55,39.9,In Stock
Furniture,6457.79,,10.18,Out of Stock
Clothing,1908.0,2.49,18.95,In Stock
Furniture,13799.8,3.41,14.79,Out of Stock
Furniture,12204.15,4.3,3.24,In Stock
Furniture,12257.82,1.07,10.06,Out of Stock
Furniture,8631.39,2.21,12.94,Out of Stock
,2635.67,2.07,32.43,In Stock
Clothing,1419.58,3.25,42.44,In Stock
Food,282.38,4.89,5.39,In Stock
Clothing,2156.81,4.02,,In Stock
Food,293.56,4.67,22.85,In Stock
Food,296.82,4.07,1.85,In Stock
Food,206.56,3.97,2.58,In Stock
Clothing,2608.33,4.15,47.46,In Stock
Electronics,,4.76,11.09,Out of Stock
Clothing,2000.55,4.93,33.9,In Stock
Electronics,5153.93,3.9,,In Stock
Furniture,,3.04,10.07,In Stock
Clothing,2975.48,2.27,35.03,In Stock
Electronics,6416.99,3.56,12.15,In Stock
Electronics,5767.28,1.83,12.43,Out of Stock
Food,146.17,3.53,25.06,In Stock
Food,295.32,3.98,28.23,In Stock
Clothing,1067.87,3.17,32.29,In Stock
,8776.69,4.61,18.31,In Stock
Clothing,,2.68,6.12,Out of Stock
Clothing,1459.43,2.42,36.97,In Stock
Food,545.85,3.09,25.1,In Stock
Food,236.56,3.86,20.04,In Stock
Clothing,1573.55,3.32,7.95,Out of Stock
Electronics,7007.22,4.06,18.3,Out of Stock
Furniture,7961.97,2.48,10.54,Out of Stock
Clothing,2856.93,,24.81,In Stock
Food,646.98,4.22,,In Stock
Electronics,8138.66,1.75,10.2,Out of Stock
Clothing,1822.76,4.63,25.81,In Stock
Electronics,6397.21,1.92,17.49,Out of Stock
Food,178.26,3.85,5.62,In Stock
Furniture,12279.65,2.66,5.27,Out of Stock
Clothing,1402.75,4.56,29.92,In Stock
Electronics,8589.34,4.59,18.03,Out of Stock
Electronics,6642.55,4.81,0.5,Out of Stock
Clothing,1442.09,4.69,17.36,Out of Stock
Electronics,6365.41,,12.25,Out of Stock
Electronics,7191.66,3.91,17.9,In Stock
Furniture,11090.39,1.72,13.99,Out of Stock
Clothing,1161.23,,9.05,In Stock
Clothing,1908.46,2.34,11.24,In Stock
Furniture,6600.37,1.99,9.06,Out of Stock
Electronics,9083.73,4.05,5.25,Out of Stock
Furniture,5943.73,4.38,0.12,Out of Stock
Clothing,2699.3,2.6,47.63,In Stock
Furniture,7107.69,2.54,10.61,Out of Stock
Food,490.75,3.64,16.61,In Stock
Furniture,11768.48,1.15,0.17,Out of Stock
Furniture,8496.8,1.46,9.97,In Stock
,1035.13,3.3,13.9,In Stock
Furniture,9581.8,1.41,0.35,Out of Stock
Clothing,627.83,4.86,11.4,In Stock
Clothing,2271.2,2.2,9.87,In Stock
Clothing,1772.19,3.39,47.82,In Stock
Food,758.63,4.56,18.06,In Stock
Electronics,7274.8,2.42,18.94,Out of Stock
Food,502.18,4.16,6.96,In Stock
Food,85.02,4.89,9.41,In Stock
Furniture,8311.07,1.4,12.55,Out of Stock
Furniture,3331.58,3.92,2.1,In Stock
Clothing,,4.19,12.41,In Stock
Clothing,,2.94,13.02,In Stock
Clothing,2647.96,3.21,,In Stock
Electronics,5849.43,2.53,17.43,Out of Stock
Electronics,6815.64,4.81,18.93,In Stock
Clothing,862.25,2.53,43.82,In Stock
Clothing,1481.9,2.01,17.32,In Stock
Furniture,10171.55,3.8,2.0,Out of Stock
Food,132.91,4.84,22.53,In Stock
,1974.45,4.31,24.3,In Stock
Food,618.84,3.74,7.32,In Stock
Electronics,8645.07,2.68,19.63,In Stock
Clothing,1373.71,4.77,46.98,In Stock
Food,231.39,4.6,12.99,In Stock
Clothing,,3.35,38.49,In Stock
Clothing,1667.42,2.68,13.97,In Stock
Furniture,8105.17,3.64,9.08,In Stock
Furniture,11263.55,1.99,7.22,Out of Stock
Food,83.3,4.64,29.7,In Stock
Food,355.16,3.02,5.09,In Stock
,539.4,4.22,23.64,In Stock
Electronics,6269.42,4.05,13.76,Out of Stock
Clothing,1307.04,3.64,11.63,In Stock
Electronics,7262.82,4.52,8.42,In Stock
Clothing,,3.77,13.63,In Stock
Food,485.83,4.01,11.96,In Stock
Electronics,5598.15,2.67,1.46,Out of Stock
Furniture,4185.23,2.46,4.58,Out of Stock
Furniture,14106.53,2.31,11.37,Out of Stock
Food,447.69,4.41,7.8,In Stock
Food,756.43,4.06,24.94,In Stock
Furniture,7380.55,1.35,10.11,Out of Stock
Electronics,5038.8,2.9,3.86,Out of Stock
Furniture,10528.51,4.43,6.97,In Stock
Electronics,9087.49,3.03,9.92,Out of Stock
Furniture,14165.08,4.11,11.79,Out of Stock
Clothing,1240.64,3.64,15.08,In Stock
Furniture,8327.0,2.69,12.47,Out of Stock
Furniture,13752.34,2.45,0.27,Out of Stock
Electronics,9308.87,1.7,12.44,Out of Stock
Clothing,562.43,3.2,49.37,In Stock
Furniture,4208.32,2.48,4.61,Out of Stock
Clothing,2762.72,4.61,15.7,In Stock
Furniture,,3.19,5.05,In Stock
Food,554.06,3.06,4.0,In Stock
Clothing,2215.93,2.64,43.59,In Stock
,646.48,2.65,49.94,In Stock
